Site Code,Date (DDMMYYYY),Department,Hour,Actual Hours '22,Budget Rota Hours,Labour Model Hours
D3,2022-08-13 00:00:00,Bartender,13,7,6,5
D3,2022-08-13 00:00:00,Expo,13,3,2,2
D3,2022-08-13 00:00:00,Hosts,13,8,9,8
D3,2022-08-13 00:00:00,Runners,13,9,11,10
D3,2022-08-13 00:00:00,Servers,13,13,16,13
D4,2022-08-13 00:00:00,Barback,13,3,2,2
D4,2022-08-13 00:00:00,Bartender,13,4,6,5
D4,2022-08-13 00:00:00,Expo,13,1,2,2
D4,2022-08-13 00:00:00,Hosts,13,5,7,5
D4,2022-08-13 00:00:00,Runners,13,6,6,5
D4,2022-08-13 00:00:00,Servers,13,10,14,13
D5,2022-08-13 00:00:00,Barback,13,1,2,2
D5,2022-08-13 00:00:00,Bartender,13,5,5,4
D5,2022-08-13 00:00:00,Expo,13,2,2,2
D5,2022-08-13 00:00:00,Hosts,13,6,7,7
D5,2022-08-13 00:00:00,Runners,13,5,6,6
D5,2022-08-13 00:00:00,Servers,13,10,11,12
D6,2022-08-13 00:00:00,Barback,13,1,0,1
D6,2022-08-13 00:00:00,Bartender,13,2,0,3
D6,2022-08-13 00:00:00,Expo,13,2,0,1
D6,2022-08-13 00:00:00,Hosts,13,5,0,5
D6,2022-08-13 00:00:00,Runners,13,5,0,5
D6,2022-08-13 00:00:00,Servers,13,9,0,7
D7,2022-08-13 00:00:00,Barback,13,3,2,1
D7,2022-08-13 00:00:00,Bartender,13,4,4,4
D7,2022-08-13 00:00:00,Expo,13,3,2,2
D7,2022-08-13 00:00:00,Hosts,13,5,7,5
D7,2022-08-13 00:00:00,Runners,13,5,7,6
D7,2022-08-13 00:00:00,Servers,13,10,10,6
D8,2022-08-13 00:00:00,Barback,13,1,3,1
D8,2022-08-13 00:00:00,Bartender,13,3,4,2
D8,2022-08-13 00:00:00,Expo,13,1,2,1
D8,2022-08-13 00:00:00,Hosts,13,7,9,4
D8,2022-08-13 00:00:00,Runners,13,6,6,3
D8,2022-08-13 00:00:00,Servers,13,13,11,6
D1,2022-08-13 00:00:00,Barback,14,2,3,2
D1,2022-08-13 00:00:00,Bartender,14,3,5,5
D1,2022-08-13 00:00:00,Expo,14,2,2,1
D1,2022-08-13 00:00:00,Hosts,14,6,8,10
D1,2022-08-13 00:00:00,Runners,14,6,9,7
D1,2022-08-13 00:00:00,Servers,14,13,20,17
D2,2022-08-13 00:00:00,Barback,14,2,2,1
D2,2022-08-13 00:00:00,Bartender,14,5,8,3
D2,2022-08-13 00:00:00,Expo,14,2,2,1
D2,2022-08-13 00:00:00,Hosts,14,4,6,3
D2,2022-08-13 00:00:00,Runners,14,5,6,3
D2,2022-08-13 00:00:00,Servers,14,13,13,9
D3,2022-08-13 00:00:00,Barback,14,2,2,3
D3,2022-08-13 00:00:00,Bartender,14,7,6,6
D3,2022-08-13 00:00:00,Expo,14,3,2,2
D3,2022-08-13 00:00:00,Hosts,14,8,9,9
D3,2022-08-13 00:00:00,Runners,14,9,11,10
D3,2022-08-13 00:00:00,Servers,14,13,16,15
D4,2022-08-13 00:00:00,Barback,14,3,2,2
D4,2022-08-13 00:00:00,Bartender,14,4,6,5
D4,2022-08-13 00:00:00,Expo,14,2,2,2
D4,2022-08-13 00:00:00,Hosts,14,5,7,9
D4,2022-08-13 00:00:00,Runners,14,6,6,6
D4,2022-08-13 00:00:00,Servers,14,10,14,14
D5,2022-08-13 00:00:00,Barback,14,1,2,2
D5,2022-08-13 00:00:00,Bartender,14,5,5,4
D5,2022-08-13 00:00:00,Expo,14,2,2,2
D5,2022-08-13 00:00:00,Hosts,14,6,7,7
D5,2022-08-13 00:00:00,Runners,14,5,6,6
D5,2022-08-13 00:00:00,Servers,14,10,11,12
D6,2022-08-13 00:00:00,Barback,14,1,0,2
D6,2022-08-13 00:00:00,Bartender,14,2,0,4
D6,2022-08-13 00:00:00,Expo,14,2,0,2
D6,2022-08-13 00:00:00,Hosts,14,5,0,6
D6,2022-08-13 00:00:00,Runners,14,5,0,6
D6,2022-08-13 00:00:00,Servers,14,9,0,9
D7,2022-08-13 00:00:00,Barback,14,2,2,1
D7,2022-08-13 00:00:00,Bartender,14,4,4,4
D7,2022-08-13 00:00:00,Expo,14,3,2,2
D7,2022-08-13 00:00:00,Hosts,14,7,8,6
D7,2022-08-13 00:00:00,Runners,14,5,7,7
D7,2022-08-13 00:00:00,Servers,14,10,10,7
D8,2022-08-13 00:00:00,Barback,14,1,3,1
D8,2022-08-13 00:00:00,Bartender,14,3,4,3
D8,2022-08-13 00:00:00,Expo,14,1,2,1
D8,2022-08-13 00:00:00,Hosts,14,9,9,5
D8,2022-08-13 00:00:00,Runners,14,6,6,4
D8,2022-08-13 00:00:00,Servers,14,11,11,9
D1,2022-08-13 00:00:00,Barback,15,2,3,2
D1,2022-08-13 00:00:00,Bartender,15,4,5,5
D1,2022-08-13 00:00:00,Expo,15,2,2,1
D1,2022-08-13 00:00:00,Hosts,15,6,8,10
D1,2022-08-13 00:00:00,Runners,15,6,9,7
D1,2022-08-13 00:00:00,Servers,15,14,20,17
D2,2022-08-13 00:00:00,Barback,15,2,2,1
D2,2022-08-13 00:00:00,Bartender,15,5,8,3
D2,2022-08-13 00:00:00,Expo,15,2,2,1
D2,2022-08-13 00:00:00,Hosts,15,6,6,3
D2,2022-08-13 00:00:00,Runners,15,5,6,3
D2,2022-08-13 00:00:00,Servers,15,15,13,9
D3,2022-08-13 00:00:00,Barback,15,2,2,3
D3,2022-08-13 00:00:00,Bartender,15,7,6,6
D3,2022-08-13 00:00:00,Expo,15,3,2,2
D3,2022-08-13 00:00:00,Hosts,15,8,9,9
D3,2022-08-13 00:00:00,Runners,15,10,11,10
D3,2022-08-13 00:00:00,Servers,15,14,16,15
D4,2022-08-13 00:00:00,Barback,15,3,2,0
D4,2022-08-13 00:00:00,Bartender,15,4,6,0
D4,2022-08-13 00:00:00,Expo,15,2,2,0
D4,2022-08-13 00:00:00,Hosts,15,5,8,0
D4,2022-08-13 00:00:00,Runners,15,6,6,0
D4,2022-08-13 00:00:00,Servers,15,10,14,0
D5,2022-08-13 00:00:00,Barback,15,1,2,2
D5,2022-08-13 00:00:00,Bartender,15,7,5,5
D5,2022-08-13 00:00:00,Expo,15,2,2,2
D5,2022-08-13 00:00:00,Hosts,15,6,7,8
D5,2022-08-13 00:00:00,Runners,15,5,6,6
D5,2022-08-13 00:00:00,Servers,15,10,11,13
D6,2022-08-13 00:00:00,Barback,15,1,0,2
D6,2022-08-13 00:00:00,Bartender,15,2,0,4
D6,2022-08-13 00:00:00,Expo,15,2,0,2
D6,2022-08-13 00:00:00,Hosts,15,5,0,6
D6,2022-08-13 00:00:00,Runners,15,5,0,6
D6,2022-08-13 00:00:00,Servers,15,10,0,9
D7,2022-08-13 00:00:00,Barback,15,2,2,1
D7,2022-08-13 00:00:00,Bartender,15,4,4,3
D7,2022-08-13 00:00:00,Expo,15,3,2,1
D7,2022-08-13 00:00:00,Hosts,15,7,8,4
D7,2022-08-13 00:00:00,Runners,15,4,7,5
D7,2022-08-13 00:00:00,Servers,15,10,10,5
D8,2022-08-13 00:00:00,Barback,15,1,3,1
D8,2022-08-13 00:00:00,Bartender,15,4,4,2
D8,2022-08-13 00:00:00,Expo,15,1,2,1
D8,2022-08-13 00:00:00,Hosts,15,5,9,4
D8,2022-08-13 00:00:00,Runners,15,6,6,3
D8,2022-08-13 00:00:00,Servers,15,10,11,6
D1,2022-08-13 00:00:00,Barback,16,1,3,2
D1,2022-08-13 00:00:00,Bartender,16,4,7,5
D1,2022-08-13 00:00:00,Expo,16,2,2,1
D1,2022-08-13 00:00:00,Hosts,16,9,16,10
D1,2022-08-13 00:00:00,Runners,16,10,8,7
D1,2022-08-13 00:00:00,Servers,16,17,37,17
D2,2022-08-13 00:00:00,Barback,16,2,2,1
D2,2022-08-13 00:00:00,Bartender,16,6,7,3
D2,2022-08-13 00:00:00,Expo,16,2,2,1
D2,2022-08-13 00:00:00,Hosts,16,7,7,3
D2,2022-08-13 00:00:00,Runners,16,6,6,3
D2,2022-08-13 00:00:00,Servers,16,12,13,9
D3,2022-08-13 00:00:00,Barback,16,2,3,3
D3,2022-08-13 00:00:00,Bartender,16,6,6,6
D3,2022-08-13 00:00:00,Expo,16,2,2,2
D3,2022-08-13 00:00:00,Hosts,16,5,6,9
D3,2022-08-13 00:00:00,Runners,16,6,8,10
D3,2022-08-13 00:00:00,Servers,16,19,15,15
D4,2022-08-13 00:00:00,Barback,16,3,2,2
D4,2022-08-13 00:00:00,Bartender,16,5,6,5
D4,2022-08-13 00:00:00,Expo,16,2,1,2
D4,2022-08-13 00:00:00,Hosts,16,7,8,5
D4,2022-08-13 00:00:00,Runners,16,7,5,5
D4,2022-08-13 00:00:00,Servers,16,12,14,13
D5,2022-08-13 00:00:00,Barback,16,2,2,2
D5,2022-08-13 00:00:00,Bartender,16,5,6,5
D5,2022-08-13 00:00:00,Expo,16,2,2,2
D5,2022-08-13 00:00:00,Hosts,16,8,6,8
D5,2022-08-13 00:00:00,Runners,16,4,6,6
D5,2022-08-13 00:00:00,Servers,16,11,10,13
D6,2022-08-13 00:00:00,Barback,16,1,0,2
D6,2022-08-13 00:00:00,Bartender,16,3,0,4
D6,2022-08-13 00:00:00,Expo,16,2,0,2
D6,2022-08-13 00:00:00,Hosts,16,6,0,6
D6,2022-08-13 00:00:00,Runners,16,4,0,6
D6,2022-08-13 00:00:00,Servers,16,11,0,9
D7,2022-08-13 00:00:00,Barback,16,3,2,1
D7,2022-08-13 00:00:00,Bartender,16,3,6,4
D7,2022-08-13 00:00:00,Expo,16,5,2,2
D7,2022-08-13 00:00:00,Hosts,16,7,9,5
D7,2022-08-13 00:00:00,Runners,16,7,9,6
D7,2022-08-13 00:00:00,Servers,16,10,12,6
D8,2022-08-13 00:00:00,Barback,16,,2,1
D8,2022-08-13 00:00:00,Bartender,16,3,5,2
D8,2022-08-13 00:00:00,Expo,16,2,1,1
D8,2022-08-13 00:00:00,Hosts,16,10,9,4
D8,2022-08-13 00:00:00,Runners,16,6,6,3
D8,2022-08-13 00:00:00,Servers,16,14,11,6
D1,2022-08-13 00:00:00,Barback,17,1,3,3
D1,2022-08-13 00:00:00,Bartender,17,5,7,5
D1,2022-08-13 00:00:00,Expo,17,2,2,1
D1,2022-08-13 00:00:00,Hosts,17,7,11,11
D1,2022-08-13 00:00:00,Runners,17,9,10,4
D1,2022-08-13 00:00:00,Servers,17,14,19,9
D2,2022-08-13 00:00:00,Barback,17,2,2,2
D2,2022-08-13 00:00:00,Bartender,17,5,8,5
D2,2022-08-13 00:00:00,Expo,17,2,2,2
D2,2022-08-13 00:00:00,Hosts,17,6,8,8
D2,2022-08-13 00:00:00,Runners,17,4,6,7
D2,2022-08-13 00:00:00,Servers,17,13,13,14
D3,2022-08-13 00:00:00,Barback,17,,4,3
D3,2022-08-13 00:00:00,Bartender,17,7,8,5
D3,2022-08-13 00:00:00,Expo,17,2,2,2
D3,2022-08-13 00:00:00,Hosts,17,7,12,8
D3,2022-08-13 00:00:00,Runners,17,11,8,10
D3,2022-08-13 00:00:00,Servers,17,16,15,13
D4,2022-08-13 00:00:00,Barback,17,2,2,2
D4,2022-08-13 00:00:00,Bartender,17,6,7,5
D4,2022-08-13 00:00:00,Expo,17,2,2,2
D4,2022-08-13 00:00:00,Hosts,17,8,12,5
D4,2022-08-13 00:00:00,Runners,17,8,7,5
D4,2022-08-13 00:00:00,Servers,17,11,15,13
D5,2022-08-13 00:00:00,Barback,17,2,2,2
D5,2022-08-13 00:00:00,Bartender,17,5,7,5
D5,2022-08-13 00:00:00,Expo,17,2,2,2
D5,2022-08-13 00:00:00,Hosts,17,6,9,8
D5,2022-08-13 00:00:00,Runners,17,6,6,6
D5,2022-08-13 00:00:00,Servers,17,10,10,13
D6,2022-08-13 00:00:00,Barback,17,1,0,1
D6,2022-08-13 00:00:00,Bartender,17,5,0,3
D6,2022-08-13 00:00:00,Expo,17,2,0,1
D6,2022-08-13 00:00:00,Hosts,17,3,0,4
D6,2022-08-13 00:00:00,Runners,17,5,0,4
D6,2022-08-13 00:00:00,Servers,17,8,0,6
D7,2022-08-13 00:00:00,Barback,17,2,2,2
D7,2022-08-13 00:00:00,Bartender,17,4,6,4
D7,2022-08-13 00:00:00,Expo,17,4,2,2
D7,2022-08-13 00:00:00,Hosts,17,5,9,6
D7,2022-08-13 00:00:00,Runners,17,4,9,7
D7,2022-08-13 00:00:00,Servers,17,9,12,7
D8,2022-08-13 00:00:00,Barback,17,,2,1
D8,2022-08-13 00:00:00,Bartender,17,3,5,3
D8,2022-08-13 00:00:00,Expo,17,2,1,1
D8,2022-08-13 00:00:00,Hosts,17,8,9,5
D8,2022-08-13 00:00:00,Runners,17,4,6,4
D8,2022-08-13 00:00:00,Servers,17,13,11,9
D1,2022-08-13 00:00:00,Barback,18,1,3,3
D1,2022-08-13 00:00:00,Bartender,18,5,7,5
D1,2022-08-13 00:00:00,Expo,18,2,2,1
D1,2022-08-13 00:00:00,Hosts,18,10,11,11
D1,2022-08-13 00:00:00,Runners,18,9,10,4
D1,2022-08-13 00:00:00,Servers,18,16,19,9
D2,2022-08-13 00:00:00,Barback,18,2,2,2
D2,2022-08-13 00:00:00,Bartender,18,5,9,5
D2,2022-08-13 00:00:00,Expo,18,2,2,2
D2,2022-08-13 00:00:00,Hosts,18,8,8,8
D2,2022-08-13 00:00:00,Runners,18,5,6,7
D2,2022-08-13 00:00:00,Servers,18,13,13,16
D3,2022-08-13 00:00:00,Barback,18,,4,3
D3,2022-08-13 00:00:00,Bartender,18,7,8,6
D3,2022-08-13 00:00:00,Expo,18,2,2,2
D3,2022-08-13 00:00:00,Hosts,18,9,12,11
D3,2022-08-13 00:00:00,Runners,18,11,9,11
D3,2022-08-13 00:00:00,Servers,18,16,16,16
D4,2022-08-13 00:00:00,Barback,18,1,2,2
D4,2022-08-13 00:00:00,Bartender,18,6,7,4
D4,2022-08-13 00:00:00,Expo,18,2,2,2
D4,2022-08-13 00:00:00,Hosts,18,9,11,5
D4,2022-08-13 00:00:00,Runners,18,8,7,5
D4,2022-08-13 00:00:00,Servers,18,11,14,12
D5,2022-08-13 00:00:00,Barback,18,2,2,2
D5,2022-08-13 00:00:00,Bartender,18,5,7,5
D5,2022-08-13 00:00:00,Expo,18,2,2,2
D5,2022-08-13 00:00:00,Hosts,18,8,9,8
D5,2022-08-13 00:00:00,Runners,18,6,6,6
D5,2022-08-13 00:00:00,Servers,18,11,10,13
D6,2022-08-13 00:00:00,Barback,18,1,0,2
D6,2022-08-13 00:00:00,Bartender,18,4,0,4
D6,2022-08-13 00:00:00,Expo,18,2,0,2
D6,2022-08-13 00:00:00,Hosts,18,4,0,6
D6,2022-08-13 00:00:00,Runners,18,4,0,6
D6,2022-08-13 00:00:00,Servers,18,10,0,9
D7,2022-08-13 00:00:00,Barback,18,2,2,2
D7,2022-08-13 00:00:00,Bartender,18,4,6,6
D7,2022-08-13 00:00:00,Expo,18,6,2,2
D7,2022-08-13 00:00:00,Hosts,18,7,9,9
D7,2022-08-13 00:00:00,Runners,18,6,9,10
D7,2022-08-13 00:00:00,Servers,18,10,12,10
D8,2022-08-13 00:00:00,Barback,18,,2,1
D8,2022-08-13 00:00:00,Bartender,18,3,5,3
D8,2022-08-13 00:00:00,Expo,18,2,1,1
D8,2022-08-13 00:00:00,Hosts,18,8,9,5
D8,2022-08-13 00:00:00,Runners,18,5,6,4
D8,2022-08-13 00:00:00,Servers,18,14,11,9
D1,2022-08-13 00:00:00,Barback,19,1,3,3
D1,2022-08-13 00:00:00,Bartender,19,5,7,5
D1,2022-08-13 00:00:00,Expo,19,2,2,1
D1,2022-08-13 00:00:00,Hosts,19,10,11,11
D1,2022-08-13 00:00:00,Runners,19,9,10,4
D1,2022-08-13 00:00:00,Servers,19,16,19,9
D2,2022-08-13 00:00:00,Barback,19,2,2,0
D2,2022-08-13 00:00:00,Bartender,19,5,9,0
D2,2022-08-13 00:00:00,Expo,19,2,2,0
D2,2022-08-13 00:00:00,Hosts,19,8,8,0
D2,2022-08-13 00:00:00,Runners,19,5,6,0
D2,2022-08-13 00:00:00,Servers,19,13,13,0
D3,2022-08-13 00:00:00,Barback,19,,4,3
D3,2022-08-13 00:00:00,Bartender,19,7,8,6
D3,2022-08-13 00:00:00,Expo,19,2,2,2
D3,2022-08-13 00:00:00,Hosts,19,9,12,11
D3,2022-08-13 00:00:00,Runners,19,11,9,11
D3,2022-08-13 00:00:00,Servers,19,16,16,17
D4,2022-08-13 00:00:00,Barback,19,1,2,2
D4,2022-08-13 00:00:00,Bartender,19,6,7,5
D4,2022-08-13 00:00:00,Expo,19,2,2,2
D4,2022-08-13 00:00:00,Hosts,19,9,11,9
D4,2022-08-13 00:00:00,Runners,19,8,7,6
D4,2022-08-13 00:00:00,Servers,19,11,14,14
D5,2022-08-13 00:00:00,Barback,19,2,2,2
D5,2022-08-13 00:00:00,Bartender,19,5,7,5
D5,2022-08-13 00:00:00,Expo,19,2,2,2
D5,2022-08-13 00:00:00,Hosts,19,8,9,8
D5,2022-08-13 00:00:00,Runners,19,6,6,6
D5,2022-08-13 00:00:00,Servers,19,11,10,13
D6,2022-08-13 00:00:00,Barback,19,1,0,1
D6,2022-08-13 00:00:00,Bartender,19,4,0,4
D6,2022-08-13 00:00:00,Expo,19,2,0,2
D6,2022-08-13 00:00:00,Hosts,19,3,0,7
D6,2022-08-13 00:00:00,Runners,19,4,0,5
D6,2022-08-13 00:00:00,Servers,19,10,0,9
D7,2022-08-13 00:00:00,Barback,19,2,2,2
D7,2022-08-13 00:00:00,Bartender,19,4,6,5
D7,2022-08-13 00:00:00,Expo,19,6,2,2
D7,2022-08-13 00:00:00,Hosts,19,7,9,7
D7,2022-08-13 00:00:00,Runners,19,6,9,8
D7,2022-08-13 00:00:00,Servers,19,10,12,8
D8,2022-08-13 00:00:00,Barback,19,,2,1
D8,2022-08-13 00:00:00,Bartender,19,3,5,3
D8,2022-08-13 00:00:00,Expo,19,2,1,1
D8,2022-08-13 00:00:00,Hosts,19,7,9,5
D8,2022-08-13 00:00:00,Runners,19,5,6,4
D8,2022-08-13 00:00:00,Servers,19,14,11,9
D1,2022-08-13 00:00:00,Barback,20,1,3,3
D1,2022-08-13 00:00:00,Bartender,20,5,7,5
D1,2022-08-13 00:00:00,Expo,20,2,2,1
D1,2022-08-13 00:00:00,Hosts,20,9,11,11
D1,2022-08-13 00:00:00,Runners,20,9,10,4
D1,2022-08-13 00:00:00,Servers,20,16,19,9
D2,2022-08-13 00:00:00,Barback,20,2,2,0
D2,2022-08-13 00:00:00,Bartender,20,5,9,0
D2,2022-08-13 00:00:00,Expo,20,2,2,0
D2,2022-08-13 00:00:00,Hosts,20,8,8,0
D2,2022-08-13 00:00:00,Runners,20,5,6,0
D2,2022-08-13 00:00:00,Servers,20,13,13,0
D3,2022-08-13 00:00:00,Barback,20,,4,3
D3,2022-08-13 00:00:00,Bartender,20,7,8,6
D3,2022-08-13 00:00:00,Expo,20,2,2,2
D3,2022-08-13 00:00:00,Hosts,20,9,12,11
D3,2022-08-13 00:00:00,Runners,20,11,9,11
D3,2022-08-13 00:00:00,Servers,20,16,16,16
D4,2022-08-13 00:00:00,Barback,20,1,2,2
D4,2022-08-13 00:00:00,Bartender,20,6,7,5
D4,2022-08-13 00:00:00,Expo,20,2,2,2
D4,2022-08-13 00:00:00,Hosts,20,9,11,5
D4,2022-08-13 00:00:00,Runners,20,8,7,5
D4,2022-08-13 00:00:00,Servers,20,11,14,13
D5,2022-08-13 00:00:00,Barback,20,2,2,2
D5,2022-08-13 00:00:00,Bartender,20,5,7,5
D5,2022-08-13 00:00:00,Expo,20,2,2,2
D5,2022-08-13 00:00:00,Hosts,20,7,9,8
D5,2022-08-13 00:00:00,Runners,20,6,6,6
D5,2022-08-13 00:00:00,Servers,20,11,10,13
D6,2022-08-13 00:00:00,Barback,20,1,0,1
D6,2022-08-13 00:00:00,Bartender,20,4,0,4
D6,2022-08-13 00:00:00,Expo,20,2,0,2
D6,2022-08-13 00:00:00,Hosts,20,3,0,7
D6,2022-08-13 00:00:00,Runners,20,4,0,5
D6,2022-08-13 00:00:00,Servers,20,10,0,9
D7,2022-08-13 00:00:00,Barback,20,2,2,2
D7,2022-08-13 00:00:00,Bartender,20,4,6,5
D7,2022-08-13 00:00:00,Expo,20,6,2,2
D7,2022-08-13 00:00:00,Hosts,20,7,9,7
D7,2022-08-13 00:00:00,Runners,20,6,9,8
D7,2022-08-13 00:00:00,Servers,20,10,12,8
D8,2022-08-13 00:00:00,Barback,20,,2,1
D8,2022-08-13 00:00:00,Bartender,20,3,5,3
D8,2022-08-13 00:00:00,Expo,20,2,1,1
D8,2022-08-13 00:00:00,Hosts,20,7,9,5
D8,2022-08-13 00:00:00,Runners,20,5,6,4
D8,2022-08-13 00:00:00,Servers,20,14,11,9
D1,2022-08-13 00:00:00,Barback,21,1,3,3
D1,2022-08-13 00:00:00,Bartender,21,4,7,5
D1,2022-08-13 00:00:00,Expo,21,2,2,1
D1,2022-08-13 00:00:00,Hosts,21,8,11,11
D1,2022-08-13 00:00:00,Runners,21,7,10,4
D1,2022-08-13 00:00:00,Servers,21,12,19,9
D2,2022-08-13 00:00:00,Barback,21,1,2,0
D2,2022-08-13 00:00:00,Bartender,21,4,9,0
D2,2022-08-13 00:00:00,Expo,21,1,2,0
D2,2022-08-13 00:00:00,Hosts,21,7,8,0
D2,2022-08-13 00:00:00,Runners,21,4,6,0
D2,2022-08-13 00:00:00,Servers,21,10,13,0
D3,2022-08-13 00:00:00,Barback,21,,4,3
D3,2022-08-13 00:00:00,Bartender,21,6,8,6
D3,2022-08-13 00:00:00,Expo,21,1,2,2
D3,2022-08-13 00:00:00,Hosts,21,9,12,11
D3,2022-08-13 00:00:00,Runners,21,10,9,11
D3,2022-08-13 00:00:00,Servers,21,15,16,16
D4,2022-08-13 00:00:00,Barback,21,1,2,2
D4,2022-08-13 00:00:00,Bartender,21,6,7,5
D4,2022-08-13 00:00:00,Expo,21,2,2,2
D4,2022-08-13 00:00:00,Hosts,21,8,10,9
D4,2022-08-13 00:00:00,Runners,21,7,7,6
D4,2022-08-13 00:00:00,Servers,21,9,14,14
D5,2022-08-13 00:00:00,Barback,21,1,2,2
D5,2022-08-13 00:00:00,Bartender,21,4,7,4
D5,2022-08-13 00:00:00,Expo,21,2,2,2
D5,2022-08-13 00:00:00,Hosts,21,6,9,6
D5,2022-08-13 00:00:00,Runners,21,5,6,5
D5,2022-08-13 00:00:00,Servers,21,8,10,10
D6,2022-08-13 00:00:00,Barback,21,1,0,1
D6,2022-08-13 00:00:00,Bartender,21,3,0,4
D6,2022-08-13 00:00:00,Expo,21,2,0,2
D6,2022-08-13 00:00:00,Hosts,21,3,0,7
D6,2022-08-13 00:00:00,Runners,21,3,0,5
D6,2022-08-13 00:00:00,Servers,21,8,0,9
D7,2022-08-13 00:00:00,Barback,21,2,2,2
D7,2022-08-13 00:00:00,Bartender,21,3,6,5
D7,2022-08-13 00:00:00,Expo,21,6,2,2
D7,2022-08-13 00:00:00,Hosts,21,7,9,7
D7,2022-08-13 00:00:00,Runners,21,6,9,8
D7,2022-08-13 00:00:00,Servers,21,7,12,8
D8,2022-08-13 00:00:00,Barback,21,,2,1
D8,2022-08-13 00:00:00,Bartender,21,2,5,3
D8,2022-08-13 00:00:00,Expo,21,2,1,1
D8,2022-08-13 00:00:00,Hosts,21,5,8,5
D8,2022-08-13 00:00:00,Runners,21,4,6,4
D8,2022-08-13 00:00:00,Servers,21,11,11,9
D1,2022-08-13 00:00:00,Barback,22,1,3,3
D1,2022-08-13 00:00:00,Bartender,22,5,7,5
D1,2022-08-13 00:00:00,Expo,22,2,2,1
D1,2022-08-13 00:00:00,Hosts,22,7,11,11
D1,2022-08-13 00:00:00,Runners,22,9,10,4
D1,2022-08-13 00:00:00,Servers,22,16,19,9
D2,2022-08-13 00:00:00,Barback,22,2,2,2
D2,2022-08-13 00:00:00,Bartender,22,5,8,5
D2,2022-08-13 00:00:00,Expo,22,2,2,2
D2,2022-08-13 00:00:00,Hosts,22,5,8,5
D2,2022-08-13 00:00:00,Runners,22,5,6,5
D2,2022-08-13 00:00:00,Servers,22,13,13,12
D3,2022-08-13 00:00:00,Barback,22,,4,3
D3,2022-08-13 00:00:00,Bartender,22,6,6,5
D3,2022-08-13 00:00:00,Expo,22,2,2,2
D3,2022-08-13 00:00:00,Hosts,22,2,4,8
D3,2022-08-13 00:00:00,Runners,22,9,8,10
D3,2022-08-13 00:00:00,Servers,22,16,16,13
D4,2022-08-13 00:00:00,Barback,22,1,2,2
D4,2022-08-13 00:00:00,Bartender,22,6,7,5
D4,2022-08-13 00:00:00,Expo,22,2,2,2
D4,2022-08-13 00:00:00,Hosts,22,7,8,5
D4,2022-08-13 00:00:00,Runners,22,7,6,5
D4,2022-08-13 00:00:00,Servers,22,11,14,13
D5,2022-08-13 00:00:00,Barback,22,2,2,1
D5,2022-08-13 00:00:00,Bartender,22,5,6,3
D5,2022-08-13 00:00:00,Expo,22,2,2,1
D5,2022-08-13 00:00:00,Hosts,22,4,7,5
D5,2022-08-13 00:00:00,Runners,22,6,6,5
D5,2022-08-13 00:00:00,Servers,22,10,9,8
D6,2022-08-13 00:00:00,Barback,22,1,0,1
D6,2022-08-13 00:00:00,Bartender,22,4,0,3
D6,2022-08-13 00:00:00,Expo,22,2,0,1
D6,2022-08-13 00:00:00,Hosts,22,1,0,2
D6,2022-08-13 00:00:00,Runners,22,3,0,4
D6,2022-08-13 00:00:00,Servers,22,10,0,6
D7,2022-08-13 00:00:00,Barback,22,2,2,2
D7,2022-08-13 00:00:00,Bartender,22,3,6,4
D7,2022-08-13 00:00:00,Expo,22,6,2,2
D7,2022-08-13 00:00:00,Hosts,22,6,5,6
D7,2022-08-13 00:00:00,Runners,22,6,8,7
D7,2022-08-13 00:00:00,Servers,22,10,10,7
D8,2022-08-13 00:00:00,Barback,22,,2,1
D8,2022-08-13 00:00:00,Bartender,22,2,4,2
D8,2022-08-13 00:00:00,Expo,22,1,1,1
D8,2022-08-13 00:00:00,Hosts,22,5,5,3
D8,2022-08-13 00:00:00,Runners,22,3,5,3
D8,2022-08-13 00:00:00,Servers,22,12,11,5
D1,2022-08-13 00:00:00,Barback,23,1,3,2
D1,2022-08-13 00:00:00,Bartender,23,5,7,3
D1,2022-08-13 00:00:00,Expo,23,2,2,1
D1,2022-08-13 00:00:00,Hosts,23,4,11,7
D1,2022-08-13 00:00:00,Runners,23,9,10,4
D1,2022-08-13 00:00:00,Servers,23,14,19,11
D2,2022-08-13 00:00:00,Barback,23,2,2,1
D2,2022-08-13 00:00:00,Bartender,23,5,8,3
D2,2022-08-13 00:00:00,Expo,23,2,2,1
D2,2022-08-13 00:00:00,Hosts,23,2,8,3
D2,2022-08-13 00:00:00,Runners,23,4,6,3
D2,2022-08-13 00:00:00,Servers,23,10,13,9
D3,2022-08-13 00:00:00,Barback,23,,4,1
D3,2022-08-13 00:00:00,Bartender,23,6,6,3
D3,2022-08-13 00:00:00,Expo,23,2,2,2
D3,2022-08-13 00:00:00,Hosts,23,1,4,4
D3,2022-08-13 00:00:00,Runners,23,9,8,5
D3,2022-08-13 00:00:00,Servers,23,16,16,8
D4,2022-08-13 00:00:00,Barback,23,1,2,1
D4,2022-08-13 00:00:00,Bartender,23,5,7,3
D4,2022-08-13 00:00:00,Expo,23,2,2,1
D4,2022-08-13 00:00:00,Hosts,23,2,8,4
D4,2022-08-13 00:00:00,Runners,23,7,6,4
D4,2022-08-13 00:00:00,Servers,23,11,14,8
D5,2022-08-13 00:00:00,Barback,23,2,2,0
